Date,aapl.csv,acn.csv,amzn.csv,cost.csv,dis.csv,f.csv,fb.csv,gild.csv,googl.csv,jpm.csv,ko.csv,luv.csv,ma.csv,msft.csv,pfe.csv,tsla.csv,unh.csv,xom.csv
06/25/19,195.5700,184.9000,1878.2700,266.3600,139.9400,9.8400,188.8400,68.4800,1087.5800,107.7600,51.7600,51.0000,259.7300,133.4300,43.7600,219.7600,247.6600,76.2700
06/26/19,199.8000,183.3100,1897.8300,264.4100,140.4000,9.9100,187.6600,66.6800,1080.3200,108.4800,51.1200,50.7000,261.3000,133.9300,42.9900,219.2700,243.4700,76.6000
06/27/19,199.7400,183.0000,1904.2800,265.5800,139.3000,10.2000,189.5000,67.0800,1076.6300,108.8400,51.0800,50.7400,261.1000,134.1500,43.4300,222.8400,246.3400,75.8200
06/28/19,197.9200,184.7700,1893.6300,264.2600,139.6400,10.2300,193.0000,67.5600,1082.8000,111.8000,50.9200,50.7800,264.5300,133.9600,43.3200,223.4600,244.0100,76.6300
07/01/19,201.5500,186.8700,1922.1900,263.5500,141.6500,10.1500,193.0000,67.8300,1100.0000,113.6800,51.6000,51.5400,266.7700,135.6800,43.7700,227.1700,242.6400,76.5600
07/02/19,202.7300,188.6000,1934.3100,265.4700,142.5300,10.1200,195.0000,68.8400,1112.6000,113.8000,51.9800,51.4300,270.5700,136.5800,44.2200,224.5500,243.9700,75.7200
07/03/19,204.4100,190.9700,1939.0000,269.1400,142.9800,10.2000,197.2000,69.0000,1122.9900,112.8200,52.1000,51.8900,273.0800,137.4600,44.4000,234.9000,245.2100,76.4400
07/05/19,204.2300,191.3900,1942.9100,268.2500,142.4500,10.2000,196.4000,68.5300,1132.6600,113.4900,52.1100,51.8800,272.1400,137.0600,43.9200,233.1000,246.9900,76.1300
07/08/19,200.0200,190.3100,1952.3200,269.4000,141.0200,10.2000,195.7600,67.4800,1116.7900,112.8700,52.0000,52.0800,271.2300,136.9600,43.3000,230.3400,247.8400,76.4800
07/09/19,201.2400,191.0900,1988.3000,269.9700,141.6100,10.1400,199.2100,67.7500,1124.2900,113.3500,51.5900,51.6900,273.3400,136.4600,43.3700,230.0600,246.0000,76.4300
07/10/19,203.2300,191.7100,2017.4100,271.4200,143.5400,10.1100,202.7300,67.4600,1140.9100,113.0200,51.8200,51.8600,275.3800,137.8500,44.0600,238.9200,247.4800,77.5100
07/11/19,201.7500,194.6700,2001.0700,276.5400,143.5600,10.1900,201.2300,66.1900,1144.0800,114.1000,52.0400,51.8400,278.3200,138.4000,42.9800,238.6000,261.1600,77.5700
07/12/19,203.3000,196.2100,2011.0000,279.4400,144.8800,10.4900,204.8700,66.2600,1145.3400,115.3000,52.1200,52.5100,279.5400,138.9000,42.4000,245.0800,265.9000,77.6300
07/15/19,205.2100,195.3200,2020.9900,280.5800,145.0600,10.4200,203.9100,68.0700,1150.5100,113.9000,52.1300,52.2600,279.3700,138.9000,42.7500,253.5000,265.9600,77.0800
07/16/19,204.5000,194.2500,2009.9000,280.6500,144.3000,10.5100,203.8400,66.9400,1153.4600,115.1200,52.1400,53.2800,276.6200,137.0800,42.8500,252.3800,264.6600,75.9300
07/17/19,203.3500,193.8100,1992.0300,281.5600,142.5700,10.3300,201.8000,66.9200,1146.7400,113.9900,52.1800,52.3000,275.2800,136.2700,42.7400,254.8600,266.6500,75.4800
07/18/19,205.6600,194.8200,1977.9000,282.9100,141.6300,10.2600,200.7800,67.2100,1147.2400,114.6700,52.0300,52.4400,276.7800,136.4200,43.0600,253.5400,260.6000,74.8400
07/19/19,202.5900,193.9300,1964.5200,281.5100,139.8500,10.2000,198.3600,65.0400,1131.5500,113.5400,51.3900,52.0200,275.6000,136.6200,42.7700,258.1800,256.6500,74.9900
07/22/19,207.2200,194.4400,1985.6300,280.1700,140.8400,10.0200,202.3200,64.9100,1139.2100,114.2700,51.2200,52.6800,278.6100,138.4300,42.8200,255.6800,255.3200,75.0700
07/23/19,208.8400,194.4600,1994.4900,280.1000,141.2600,10.1700,202.3600,66.4000,1148.0500,116.3600,54.3300,54.1200,278.9700,139.2900,43.0900,260.1700,255.0100,75.3700
07/24/19,208.6700,194.4700,2000.8100,280.8300,141.2900,10.3300,204.6600,66.6400,1139.7300,116.8300,53.7800,54.7200,280.2500,140.7200,42.8900,264.8800,251.1300,75.3600
07/25/19,207.0200,194.9700,1973.8200,279.8000,143.2100,9.5600,200.7100,66.3200,1135.9400,115.7100,53.0700,54.9100,279.3500,140.1900,42.6700,228.8200,248.7000,74.9300
07/26/19,207.7400,196.9300,1943.0500,281.3700,144.6500,9.5700,199.7500,66.9200,1245.2200,116.2200,54.1700,53.2500,282.0700,141.3400,43.0900,228.0400,252.9400,74.8100
07/29/19,209.6800,197.3500,1912.4500,280.1300,146.3900,9.6000,195.9400,67.8700,1241.8400,115.8500,53.9900,52.8800,281.4400,141.0300,41.4500,235.7700,253.8200,75.3400
07/30/19,208.7800,195.6500,1898.5300,279.5000,144.9300,9.5500,197.0400,67.0900,1228.0000,115.5900,53.7200,52.5500,278.1600,140.3500,38.7900,242.2600,254.9300,75.3500
07/31/19,213.0400,192.5800,1866.7800,275.6300,143.0100,9.5300,194.2300,65.5200,1218.2000,116.0000,52.6300,51.5300,272.2700,136.2700,38.8400,241.6100,249.0100,74.3600
08/01/19,208.4300,194.1600,1855.3200,274.5700,141.8500,9.3100,192.7300,65.4700,1211.7800,112.9400,52.0300,50.9600,274.1600,138.0600,38.2500,233.8500,249.2500,72.4600
08/02/19,204.0200,193.0100,1823.2400,272.5000,141.7100,9.2800,189.0200,64.9500,1196.3200,112.9300,52.3300,50.6200,269.4500,136.9000,38.0000,234.3400,250.0500,71.7500
08/05/19,193.3400,185.5500,1765.1300,265.1000,138.3000,9.2300,181.7300,63.3600,1154.7500,109.5700,51.6500,48.9600,256.8400,132.2100,36.9600,228.3200,245.0600,70.2800
08/06/19,197.0000,188.8100,1787.8300,269.3100,141.8700,9.4800,184.5100,63.9800,1171.0800,110.4300,52.2700,49.7100,264.6800,134.6900,36.9500,230.7500,248.2800,70.9600
08/07/19,199.0400,188.8700,1793.4000,274.3000,134.8600,9.5300,185.1500,63.8800,1175.9100,108.0300,53.1800,49.9300,269.3100,135.2800,36.5800,233.4200,246.4500,70.5000
08/08/19,203.4300,194.1800,1832.8900,274.8000,137.8900,9.5600,190.1600,64.8200,1206.1900,109.8600,53.6900,50.4900,278.0400,138.8900,36.8700,238.3000,247.6200,72.3800
08/09/19,200.9900,191.4800,1807.5800,273.9400,138.5200,9.4500,187.8500,65.2400,1188.9000,109.7400,53.4200,50.4500,274.9500,137.7100,36.3500,235.0100,248.6300,70.8400
08/12/19,200.4800,190.0000,1784.9200,271.3100,135.7500,9.2900,185.3700,63.9800,1174.5000,107.6800,53.2000,50.0500,270.0000,135.7900,35.3900,229.0100,243.2000,69.6300
08/13/19,208.9700,192.8800,1824.3400,276.2600,137.0100,9.2600,188.4500,64.3000,1196.7300,109.3400,53.5000,49.9200,274.5300,138.6000,35.2000,235.0000,249.2200,70.4900
08/14/19,202.7500,186.9700,1762.9600,268.1500,132.8500,9.0000,179.7100,63.1200,1164.2500,104.8000,52.9900,48.7600,267.1500,133.9800,34.2400,219.6200,243.2000,67.6500
08/15/19,201.7400,189.5600,1776.1200,271.5200,133.4100,8.8600,182.5900,62.8700,1169.3200,105.2000,53.8700,48.2100,271.8900,133.6800,34.4800,215.6400,244.2500,67.2500
08/16/19,206.5000,193.2200,1792.5700,274.1000,135.2000,8.9600,183.7000,63.1400,1179.2100,107.7200,54.4100,49.7900,274.3600,136.1300,34.6500,219.9400,245.6900,68.3000
08/19/19,210.3500,195.1800,1816.1200,275.6100,135.2900,9.0300,186.1700,64.1100,1200.4400,108.6900,54.6900,50.6400,278.0700,138.4100,35.1800,226.8300,244.7100,69.4500
08/20/19,210.3600,194.2000,1801.3800,272.9700,135.1300,8.9600,183.8100,63.4400,1183.5300,107.3100,53.8800,50.0200,277.0400,137.2600,34.6100,225.8600,240.1600,69.0300
08/21/19,212.6400,195.7300,1823.5400,275.6800,135.7600,9.0400,183.5500,64.1300,1191.5800,107.6100,54.1000,50.5900,282.0100,138.7900,34.8700,220.8300,240.3500,69.7200
08/22/19,212.4600,196.3400,1805.6000,279.9200,136.0800,9.0400,182.0400,64.2200,1191.5200,108.7200,54.4900,51.1900,280.7700,137.7800,35.0800,222.1500,232.9400,69.5700
08/23/19,202.6400,192.8100,1749.6200,274.0100,131.6700,8.7700,177.7500,62.5100,1153.5800,106.0200,53.7400,50.5600,271.8900,133.3900,34.3400,211.4000,230.6600,67.4900
08/26/19,206.4900,195.4700,1768.8700,278.4600,134.6100,8.8200,180.3600,63.0000,1171.1800,106.8700,54.5400,50.6900,276.4300,135.4500,34.8400,215.0000,231.0800,67.8500
08/27/19,204.1600,197.1600,1761.8300,292.3800,134.4900,8.7600,181.3000,63.3100,1170.8200,105.7400,54.7200,50.4900,276.6400,135.7400,34.3400,214.0800,222.9300,67.1900
08/28/19,205.5300,196.8400,1764.2500,294.4900,136.5500,9.0000,181.7600,63.6400,1173.7500,106.8000,55.1100,51.1600,278.2400,135.5600,35.0800,215.5900,227.3500,67.6800
08/29/19,209.0100,198.7400,1786.4000,296.5700,137.8400,9.1200,185.5700,63.7500,1194.2400,109.2200,55.0500,52.3000,281.3800,138.1200,35.3300,221.7100,230.6200,68.4300
08/30/19,208.7400,198.1700,1776.2900,294.7600,137.2600,9.1700,185.6700,63.5400,1190.5300,109.8600,55.0400,52.3200,281.3700,137.8600,35.5500,225.6100,234.0000,68.4800
09/03/19,205.7000,195.7500,1789.8400,292.0500,136.3100,9.1000,182.3900,62.9700,1169.5500,108.5600,55.3000,51.3800,280.1100,136.0400,36.1200,225.0100,230.6200,68.5600
09/04/19,209.1900,197.7100,1800.6200,296.1200,137.8900,9.2000,187.1400,63.2700,1182.2700,109.8700,55.7700,52.1000,286.1000,137.6300,35.8300,220.6800,226.7300,69.2900
09/05/19,213.2800,199.4900,1840.7200,296.9700,138.8400,9.3400,190.9000,64.0600,1212.1900,112.3700,55.1200,52.5200,292.0800,140.0500,36.3400,229.5800,229.5900,70.2700
09/06/19,213.2600,201.1200,1833.5100,303.7600,139.5500,9.3400,187.4900,64.8200,1206.3200,112.6100,55.2300,52.1400,291.3800,139.1000,36.5000,227.4500,229.0000,70.9300
09/09/19,214.1700,194.8300,1831.3500,299.0000,138.8300,9.5400,188.7600,66.3300,1205.2700,115.4000,54.5200,53.0800,283.3600,137.5200,36.8300,231.7900,230.6800,71.4900
09/10/19,216.7000,189.6600,1820.5500,297.0000,135.7900,9.4200,186.1700,67.0800,1205.7000,116.8700,54.4000,53.3800,272.3300,136.0800,37.3800,235.5400,232.4600,72.0700
09/11/19,223.5900,191.3700,1822.9900,290.6900,136.1900,9.4200,188.4900,68.0800,1220.0000,117.1900,54.7700,54.7100,269.9500,136.1200,37.4100,247.1000,234.2100,71.9300
09/12/19,223.0900,195.5200,1843.5500,289.8900,137.5000,9.4100,187.4700,66.3600,1234.9700,117.9100,55.1100,54.9800,276.4000,137.5200,37.2800,245.8700,230.1000,71.9800
09/13/19,218.7500,194.6200,1839.3400,291.9000,138.0200,9.4500,187.1900,66.5200,1240.0300,120.2300,54.2600,55.7900,276.3200,137.3200,36.9100,245.2000,233.6100,72.6400
09/16/19,219.9000,194.1600,1807.8400,288.6900,135.8000,9.3000,186.2200,65.8800,1231.6300,119.1600,53.9600,55.8100,274.0800,136.3300,36.8300,242.8100,234.4300,73.7300
09/17/19,220.7000,194.9500,1822.5500,291.4100,136.3100,9.2800,188.0800,66.1700,1229.8800,118.5700,54.2400,55.7300,276.2500,137.3900,36.5000,244.7900,232.5200,73.1700
09/18/19,222.7700,194.1300,1817.4600,292.4300,136.8000,9.2500,188.1400,65.7200,1232.6500,119.7600,54.2300,56.2300,275.1000,138.5200,36.3800,243.4900,230.6100,72.8200
09/19/19,220.9600,194.6700,1821.5000,287.8300,133.3000,9.1000,190.1400,65.9600,1238.7500,119.3800,54.5200,55.0800,275.9100,141.0700,36.5100,246.6000,232.8500,72.3300
09/20/19,217.7300,193.0900,1794.1600,286.3600,132.2700,9.1700,189.9300,66.4200,1229.8400,118.9000,53.9100,54.4900,271.1700,139.4400,36.6900,240.6200,232.8900,72.0800
09/23/19,218.7200,192.8400,1785.3000,287.5700,132.4600,9.1600,186.8200,65.7300,1234.6900,118.8800,54.1400,54.4800,273.1500,139.1400,36.2400,241.2300,228.7700,72.1300
09/24/19,217.6800,190.1400,1741.6100,287.9100,131.9700,9.1100,181.2800,64.5600,1218.3300,117.3300,54.3000,54.7300,271.1200,137.3800,36.0100,223.2100,225.0000,71.1400
09/25/19,221.0300,190.8700,1768.3300,288.5100,133.0900,9.2000,182.8000,64.2000,1245.9400,118.0000,54.1700,54.8200,272.7500,139.3600,35.9000,228.7000,222.1700,71.3500
09/26/19,219.8900,192.1200,1739.8400,288.2600,131.2700,9.1400,180.1100,63.3000,1242.2900,117.0300,54.3900,54.5800,273.8900,139.5400,35.7800,242.5600,215.4800,70.9700
09/27/19,218.8200,191.3800,1725.4500,285.9500,129.9600,9.0800,177.1000,62.9000,1225.9500,117.7200,54.3100,54.3400,269.1300,137.7300,36.2200,242.1300,215.2600,71.4800
09/30/19,223.9700,192.3500,1735.9100,288.1100,130.3200,9.1600,178.0800,63.3800,1221.1400,117.6900,54.4400,54.0100,271.5700,139.0300,35.9300,240.8700,217.3200,70.6100
10/01/19,224.5900,189.6200,1735.6500,283.9300,129.5500,8.9000,175.8100,63.2200,1206.0000,115.5500,54.6500,53.3700,270.9400,137.0700,35.4300,244.6900,217.2100,68.9500
10/02/19,218.9600,184.8500,1713.2300,285.1100,129.1400,8.6100,174.6000,61.6200,1177.9200,113.2500,53.0800,52.0400,264.4800,134.6500,34.7000,243.1300,216.7500,67.1500
10/03/19,220.8200,185.8100,1724.4200,289.0000,128.1500,8.7100,179.3800,62.2300,1189.4300,112.1900,53.8400,52.2600,268.2900,136.2800,35.4500,233.0300,215.3600,67.9800
10/04/19,227.0100,189.6400,1739.6500,291.6700,130.2700,8.7400,180.4500,62.5600,1210.9600,114.6200,54.5400,52.7900,274.0600,138.1200,35.9300,231.4300,219.8000,68.9700
10/07/19,227.0600,186.8100,1732.6600,293.4100,130.9000,8.6800,179.6800,62.7300,1208.2500,114.3700,53.8700,53.0400,272.1900,137.1200,35.8300,237.7200,221.2400,68.0200
10/08/19,224.4000,182.2000,1705.5100,291.8900,128.4700,8.5400,177.7500,61.6900,1190.1300,111.8200,53.5800,53.0300,267.0700,135.6700,35.4300,240.0500,220.1100,66.7000
10/09/19,227.0300,184.3400,1721.9900,296.9000,129.3300,8.5600,179.8500,61.9800,1202.4000,112.6300,53.8300,53.4900,272.2400,138.2400,35.6900,244.5300,222.0800,67.4400
10/10/19,230.0900,183.8300,1720.2600,297.1400,129.3400,8.6200,180.0300,63.2600,1209.4700,114.2100,53.6600,53.6700,273.8300,139.1000,35.7900,244.7400,223.7300,68.2500
10/11/19,236.2100,184.9700,1731.9200,297.6000,130.0200,8.7800,184.1900,63.9900,1215.7100,116.1400,53.3000,53.9200,275.9100,139.6800,36.1100,247.8900,222.0700,68.9800
10/14/19,235.8700,185.5000,1736.4300,297.5200,129.7000,8.8200,183.2800,64.5100,1217.7700,116.4500,53.3000,54.0300,276.3800,139.5500,36.3000,256.9600,220.5900,69.1800
10/15/19,235.3200,187.0000,1767.3800,298.3900,129.7600,9.0700,188.8900,65.3000,1242.2400,119.9600,53.5100,54.1600,278.5600,141.5700,36.5000,257.8900,238.5900,69.4200
10/16/19,234.3700,186.5700,1777.4300,298.7800,130.8600,9.0700,189.5500,65.3500,1243.0000,119.6800,53.4900,53.6700,278.2700,140.4100,36.3400,259.7500,236.9900,68.2300
10/17/19,235.2800,186.0400,1787.4800,302.4000,132.3700,9.1100,190.3900,65.2300,1252.8000,120.3500,53.7900,53.8600,276.5100,139.6900,36.4600,261.9700,243.6700,68.1400
10/18/19,236.4100,187.0800,1757.5100,302.8600,130.8900,9.2900,185.8500,64.9100,1244.4100,120.5600,54.7800,53.4800,270.6300,137.4100,36.4600,256.9500,245.3400,67.6100
10/21/19,240.5100,187.3400,1785.6600,301.0800,130.2600,9.0300,189.7600,65.2100,1244.2800,123.5500,54.2300,53.2300,274.3000,138.4300,36.4600,253.5000,243.9200,68.7400
10/22/19,239.9600,182.7200,1765.7300,299.9700,132.4000,9.0700,182.3400,65.8600,1241.2000,124.7900,53.8500,52.9200,261.2600,136.3700,36.4300,255.5800,249.4800,69.0900
10/23/19,243.1800,184.0700,1762.1700,297.3200,131.1300,9.2100,186.1500,66.5800,1257.6300,125.1200,54.6400,53.2400,260.8500,137.2400,36.7700,254.6800,247.8000,69.7500
10/24/19,243.5800,185.0000,1780.7800,297.0500,130.2600,8.6000,186.3800,66.0000,1259.1100,125.0300,54.6100,56.2900,268.7500,139.9400,36.3900,299.6800,244.5100,69.0900
10/25/19,246.5800,183.0700,1761.3300,296.5000,130.9000,8.7200,187.8900,63.3200,1264.3000,126.0300,53.7500,56.7400,270.1900,140.7300,36.7700,328.1300,244.9100,69.2500
10/28/19,249.0500,182.8700,1777.0800,298.9400,130.5300,8.6100,189.4000,63.7300,1288.9800,126.5100,53.5700,57.6400,275.9300,144.1900,37.2800,327.7100,247.0500,68.6400
10/29/19,243.2900,184.8000,1762.7100,295.8600,129.4800,8.6400,189.3100,63.4500,1260.6600,126.4300,53.4100,57.2100,274.2900,142.8300,38.2100,316.2200,252.2900,68.4400
10/30/19,243.2600,186.5800,1779.9900,299.8400,129.6000,8.5400,188.2500,63.1500,1260.7000,125.7300,53.9400,57.0400,277.1500,144.6100,38.4800,315.0100,254.8000,67.7200
10/31/19,248.7600,185.4200,1776.6600,297.1100,129.9200,8.5900,191.6500,63.7100,1258.8000,124.9200,54.4300,56.1300,276.8100,143.3700,38.3700,314.9200,252.7000,67.5700
11/01/19,255.8200,188.2200,1791.4400,296.0900,132.7500,8.8900,193.6200,64.6600,1272.2500,127.8000,53.9000,56.2600,279.0500,143.7200,38.3900,313.3100,252.2100,69.6000
11/04/19,257.5000,187.8000,1804.6600,296.8200,132.9200,9.0000,194.7200,65.2100,1289.6100,128.8200,53.1400,56.9800,276.3300,144.5500,38.0300,317.4700,251.2500,71.6700
11/05/19,257.1300,186.8800,1801.7100,299.1800,131.4500,9.0200,194.3200,65.3900,1291.4400,129.1000,52.4200,57.8800,269.0000,144.4600,37.4800,317.2200,250.3000,73.0900
11/06/19,257.2400,189.2300,1795.7700,301.5700,131.2700,8.9200,191.5500,65.4100,1291.0100,129.3000,52.8000,57.8600,269.8600,144.0600,37.6100,326.5800,250.5200,71.4900
11/07/19,259.4300,189.0900,1788.2000,305.2100,132.9600,8.8900,190.4200,63.9600,1306.9400,130.0000,52.2900,58.2400,272.7900,144.2600,36.9100,335.5400,256.4600,73.0100
11/08/19,260.1400,189.7000,1785.8800,302.6200,137.9600,9.0400,190.8400,65.3800,1309.0000,130.3800,52.2100,58.1800,274.8900,145.9600,37.0500,337.1400,256.9700,70.7700
11/11/19,262.2000,190.0600,1771.6500,300.8400,136.7400,9.0800,189.6100,64.6400,1298.2800,129.9200,51.8400,58.2600,277.0000,146.1100,36.9300,345.0900,254.0900,70.3400
11/12/19,261.9600,191.4300,1778.0000,300.5000,138.5800,9.0400,194.4700,64.3200,1297.2100,129.1600,51.7100,57.8500,277.1400,147.0700,36.9700,349.9300,255.2500,69.3700
11/13/19,264.4700,194.5000,1753.1100,302.9000,148.7200,8.8100,193.1900,63.3300,1296.1800,128.4800,52.4100,57.5900,278.0700,147.3100,36.6000,346.1100,253.5700,68.8000
11/14/19,262.6400,196.2500,1754.6000,304.5900,147.1500,8.7900,193.1500,63.8100,1309.1500,128.6000,52.6300,57.6300,279.6300,148.0600,36.5500,349.3500,255.8300,68.5000
11/15/19,265.7600,196.8100,1739.4900,303.6600,144.6700,8.9500,195.1000,65.0700,1333.5400,129.5300,52.6700,57.7900,280.7800,149.9700,37.2800,352.1700,269.4000,69.1900
11/18/19,267.1000,198.0200,1752.5300,304.5400,147.6500,8.9500,197.4000,64.2900,1319.8400,130.6200,53.0300,57.7800,280.8600,150.3400,37.2200,349.9900,272.9300,68.5200
11/19/19,266.2900,198.3400,1752.7900,302.2400,148.3800,8.9000,199.3200,65.0000,1312.5900,130.5800,53.0800,57.5500,285.3100,150.3900,37.6600,359.5200,274.2300,67.8200
11/20/19,263.1900,197.7100,1745.5300,300.5700,146.9300,8.7300,197.5100,64.8800,1301.8600,129.6300,53.2200,56.8300,285.3800,149.6200,37.0500,352.2200,275.5600,68.0300
11/21/19,262.0100,196.7800,1734.7100,300.2700,146.9000,8.7100,197.9300,65.7300,1300.1400,129.9300,52.9600,56.5900,284.4500,149.4800,37.7400,354.8300,276.5500,69.6700
11/22/19,261.7800,196.6600,1745.7200,299.3100,148.2900,8.8900,198.8200,65.2600,1293.6700,130.7900,53.0300,57.0100,282.5700,149.5900,38.3300,333.0400,276.8400,69.3700
11/25/19,266.3700,198.3600,1773.8400,299.0500,149.6900,9.0000,199.7900,67.2200,1305.6400,131.4900,53.2200,57.5600,287.6100,151.2300,38.6800,336.3400,282.6700,68.9100
11/26/19,264.2900,200.9200,1796.9400,301.2400,151.6400,9.0100,198.9700,67.2800,1313.0000,131.6700,53.9000,57.5900,289.3800,152.0300,38.2900,328.9200,281.4000,68.7400
11/27/19,267.8400,201.2500,1818.5100,300.7600,151.4800,9.1000,202.0000,67.1200,1312.1300,132.0600,53.9500,57.7500,291.7000,152.3200,38.6300,331.2900,280.6700,68.7000
11/29/19,267.2500,201.1600,1800.8000,299.8100,151.5800,9.0600,201.6400,67.2400,1304.0900,131.7600,53.4000,57.6400,292.2300,151.3800,38.5200,329.9400,279.8700,68.1300
12/02/19,264.1600,199.5900,1781.6000,297.3900,150.6200,9.0100,199.7000,66.1200,1288.8600,131.4700,53.7500,56.7200,286.4700,149.5500,38.2900,334.8700,279.6600,68.4200
12/03/19,259.4500,198.7500,1769.9600,295.6700,148.5800,8.8900,198.8200,66.0700,1294.7400,129.7800,53.8000,55.9300,287.0900,149.3100,38.0500,336.2000,276.9000,67.8800
12/04/19,261.7400,199.5800,1760.6900,296.5200,148.2800,8.9500,198.7100,66.7500,1318.9400,132.3400,54.2900,55.7800,286.8400,149.8500,38.1400,333.0300,279.3200,68.6500
12/05/19,265.5800,199.8500,1740.4800,293.1000,147.4400,8.9300,199.3600,65.9300,1326.9600,133.0600,54.1900,55.5300,289.8500,149.9300,38.0300,330.3700,282.0000,68.4100
12/06/19,270.7100,202.5500,1751.6000,294.9500,147.6600,9.0200,201.0500,67.0800,1339.3900,135.0400,54.4200,55.9400,290.4000,151.7500,38.2900,335.8900,280.1900,69.5100
12/09/19,266.9200,202.0300,1749.5100,295.1600,146.2100,9.0100,201.3400,66.9300,1342.9900,134.4100,54.0700,55.4700,289.0600,151.3600,38.3200,339.5300,277.5400,69.6600
12/10/19,268.4800,201.8800,1739.2100,295.7800,146.1000,9.0700,200.8700,67.0800,1342.8900,134.5000,53.7700,54.9100,288.6100,151.1300,38.4800,348.8400,279.5200,69.0600
12/11/19,270.7700,202.3000,1748.7200,295.3000,147.5900,9.1100,202.2600,67.7800,1344.2500,134.1800,53.9500,54.0000,290.0500,151.7000,38.2200,352.7000,280.5000,68.9600
12/12/19,271.4600,203.9200,1760.3300,297.3400,147.7600,9.3200,196.7500,67.6300,1348.4900,138.0200,54.1400,54.4900,292.2100,153.2400,38.5400,359.6800,283.6100,70.3400
12/13/19,275.1500,206.6600,1760.9400,291.8700,146.3800,9.2300,194.1100,65.7700,1346.8700,136.8100,54.4200,54.1500,296.0900,154.5300,38.3300,358.3900,285.4800,69.2300
12/16/19,279.8600,205.0000,1769.2100,293.5000,148.4600,9.3900,197.9200,66.1200,1360.7000,137.3400,54.4200,54.3500,296.9600,155.5300,39.1400,381.5000,292.0300,70.0000
12/17/19,280.4100,203.4000,1790.6600,295.5500,147.7300,9.3900,198.3900,66.2000,1354.8900,138.1800,54.4200,54.1800,296.0000,154.6900,38.9000,378.9900,290.4700,69.6800
12/18/19,279.7400,205.7600,1784.0300,291.8700,146.2600,9.5400,202.5000,65.6800,1351.9100,138.0400,53.9100,53.6000,294.7400,154.3700,38.8900,393.1500,292.9000,69.8700
12/19/19,280.0200,208.3000,1792.2800,293.7100,146.1500,9.4100,206.0600,65.2900,1356.4400,137.3500,54.3200,54.0800,297.5300,155.7100,38.9700,404.0400,294.6200,69.3900
12/20/19,279.4400,211.1000,1786.5000,294.8300,146.8800,9.4800,206.3000,66.8500,1351.2200,137.2400,54.9700,54.6300,298.5700,157.4100,39.2300,405.5900,292.5900,69.9400
12/23/19,284.0000,210.8300,1793.0000,293.3100,144.6800,9.4400,206.1800,66.7500,1350.6300,137.2000,54.9100,55.2500,297.2700,157.4100,39.3200,419.2200,295.0900,70.2900
12/24/19,284.2700,211.6100,1789.2100,294.2300,145.2900,9.4700,205.1200,66.7200,1344.4300,137.5800,54.7100,54.9400,297.4800,157.3800,39.2900,425.2500,294.5400,70.0200
12/26/19,289.9100,212.0500,1868.7700,295.7300,145.7000,9.4500,207.7900,66.3900,1362.4700,139.0400,55.0200,54.9000,299.2000,158.6700,39.3800,430.9400,295.6500,70.1300
12/27/19,289.8000,212.2200,1869.8000,294.1100,145.7500,9.3600,208.1000,65.9500,1354.6400,139.1400,55.3500,54.3200,300.7400,158.9600,39.3200,430.3800,295.9700,69.8900
12/30/19,291.5200,210.6400,1846.8900,295.1400,143.7700,9.2500,204.4100,64.9300,1339.7100,138.6300,55.2700,54.0800,297.7200,157.5900,38.9100,414.7000,293.8500,69.4800
12/31/19,293.6500,210.5700,1847.8400,293.9200,144.6300,9.3000,205.2500,64.9800,1339.3900,139.4000,55.3500,53.9800,298.5900,157.7000,39.1800,418.3300,293.9800,69.7800
