gild.csv,f.csv,cost.csv,amzn.csv,ko.csv,msft.csv,acn.csv,xom.csv,fb.csv,dis.csv,jpm.csv,tsla.csv,googl.csv,pfe.csv,luv.csv,unh.csv,ma.csv,aapl.csv
0.022929190828323683,-0.010151358580025456,-0.006944809806913306,-0.022612346150176554,-0.004294712731437324,0.09493670886075939,-0.05328937656841994,-0.046935247972343934,-0.005964954808324855,0.058908322121852735,-0.005152329749104032,-0.033560864618885154,0.003057337610264561,0.001482799525504208,-0.0218270008084075,0.10964713499514409,0.011245812729303006,0.0010931616664642708
0.12492198876638241,-0.05152296732989446,-0.03293009565857251,0.06496485747754785,0.084922840985335,-0.25846407927332776,-0.24443866943866943,-0.027064732142857307,-0.05612311551224105,-0.06143933206280058,0.03400135104706159,-0.02727094369236807,-0.013191425573377238,0.05576942059026741,0.1735537190082646,-0.03462963503223738,0.01814023187948574,-0.059330259645717066
-0.23032824780397604,-0.045581094205244366,-0.12867586635094738,-0.15848572345203715,-0.12942839473451712,0.20935412026726047,0.05269312788058056,0.07226842558072852,-0.07249826989619382,0.04428543801972538,-0.05662020905923348,0.13453005244050023,-0.13742467973061934,-0.16426701570680624,-0.17136150234741793,-0.2209731036566939,-0.15369122317762804,-0.06087965948665031
-0.02072320999519455,0.049386066074214786,0.007978091685179644,0.007624857033930489,0.07743048508220007,-0.009208103130755032,0.21093903156243873,0.07488633324418285,0.07884160050936162,0.03805555555555555,0.031163434903047123,0.03360000000000001,-0.006281185793953585,0.021702651303277747,-0.0005665722379602273,0.29556210722321385,0.030572082379862732,0.0760884493888201
0.06109305035882971,0.04117913245846535,0.013113027085470373,0.03497108264418139,-0.009324667985306536,0.0,-0.02887054125519397,0.014555859666583749,0.006390453971210531,0.03032735706003038,0.0024625027982986217,0.000687994496044017,0.031958884688090716,0.014562575276469926,0.012188208616780037,0.0002994280923435215,0.003730349054090076,-0.0273133375877473
-0.026013064338979132,-0.02241400720228495,0.11449896015761829,0.17432630039690844,0.06465107434873547,-0.1802973977695167,-0.23638586352522792,-0.16431637032495391,-0.04103137369887111,-0.10579170634577091,0.09624832514515413,-0.11722241320041252,0.12484973381418514,0.1312324627671055,0.22990758891066929,0.07154189241775687,0.1909565525174763,0.018763941739929235
0.1349634993174668,0.03366147983486829,0.03682333515434605,-0.09054522814195505,-0.06813716735131282,0.3639455782312924,0.39382913695240873,0.05399853264856922,0.09012211202201473,0.07299835414851381,-0.1010389081279283,-0.007398753894081047,0.010127226463104372,-0.03596641862240027,-0.17349726775956295,-0.07226862586250245,-0.057210788320083236,0.07032457496136005
-0.1834440202897034,-0.13726574500768052,-0.13467367623377843,-0.016723716381418032,0.020795400095831355,-0.3474646716541978,-0.2976923880129476,-0.12376444382569958,-0.077132088701902,-0.12442479473066852,0.07704509404033534,-0.08199293840721851,-0.04937276437100111,0.0012864918357249843,0.1804407713498624,-0.04808792532369776,-0.03077468673654347,-0.17039711191335738
0.23105987832212604,0.1498468770030624,0.11598615254098134,0.16441217425900126,0.0969770935035674,0.2152866242038216,0.0567945286946178,0.126787416587226,-0.004682306011967009,0.1293281121187139,0.04902167052387962,0.1267094017094017,0.050241136255233396,0.056928246689068894,0.015635939323220577,0.07148957707272333,0.09452372240517148,0.13141862489120978
0.03651875357644494,0.10907401672344388,0.14214950005210977,0.047834628854531554,0.1116816431322209,-0.01886792452830186,0.25823016319639847,-0.08996051889452898,0.17552029161140115,0.013778629436992342,-0.05836341756919367,0.0009482268158544333,0.21153555028510884,0.12932485505891153,-0.05974264705882356,-0.19298556372331946,-0.17925859891538523,0.04102564102564106
0.07628607277289831,-0.12878364793923824,-0.07712126417038821,-0.09586696013695284,-0.14434180138568128,-0.05876068376068365,-0.14267344999161408,0.12333436628447464,-0.11459441030594772,-0.026732673267326725,-0.04920127795527161,0.08052292535051156,-0.1898454746136866,-0.12304380226877536,0.04618768328445749,-0.07729733684518592,0.16364952932657492,0.0049261083743841316
-0.025087432968057804,0.02935897435897444,0.0746731341894659,0.004057343792264023,0.04309491677912723,0.13847900113507364,0.210890120639061,0.07406896551724144,0.13470671287382882,0.08314066401553694,0.04502688172043006,0.01332631948097489,0.03614210066320499,0.020961193466150496,-0.04134548002803091,0.3558656781508941,-0.0014001244555072092,-0.017401960784313573
-0.007605108336920665,0.12392576908705925,0.04114192937356243,0.10264008620689662,0.15025012937726423,-0.052841475573280096,-0.01028596047175398,-0.1904456144856813,0.026598366285035466,-0.02885928961748642,0.033440514469453425,-0.08652015919709292,0.20814726605140427,0.16008508277073896,-0.03947368421052625,-0.22834000994181125,-0.10196292257360952,0.03991020204539771
-0.0921534605745131,-0.1394614361702127,-0.16733289322528166,-0.19317534001140169,-0.22847930413917225,0.20421052631578943,0.01697682011100231,0.08137690355329953,-0.1453104463280837,-0.010989977140847547,-0.12051441609624564,-0.046789164614510305,-0.20740071460840281,-0.21348852040816327,-0.08751902587519032,0.057483895414929966,0.059328649492583825,-0.014751739026145237
0.008228923338288292,0.02646320262700396,0.11072128650443867,0.10583425860502689,0.09466420449023223,-0.1197552447552447,-0.08475120385232747,0.11955405603637952,0.13267523665696704,0.03769223931016098,0.09033018867924525,0.1506359300476947,0.025286284263433313,0.06801135211838646,0.07283847650820141,0.03977496685419437,0.03922050274297884,-0.00499087035909934
0.002316886946448306,0.044160080291055205,-0.02031789211002579,-0.033818629911916503,-0.058598952321761474,0.11717974180734853,0.18987489769671453,0.005634171907756903,-0.05113654840492981,-0.0866101259316371,-0.02725502920181696,-0.08462867012089807,0.018446454743013117,-0.03084369365094429,-0.030059600932884258,0.11131405727676882,0.006697132051686056,0.023489111817959405
0.03950617283950623,0.10507028715607342,0.09507363444956314,0.24544166273027887,0.32905781382627547,-0.10755555555555563,-0.07890340964920901,-0.11061889250814326,-0.05366108607365021,0.03085725004689544,0.13675783855903934,-0.02811320754716985,0.28954942437475184,0.32873090481786127,0.1621693828479829,-0.2978261543709493,-0.02093605697738121,-0.09968921826440358
-0.049123161671804715,-0.1542810546344115,-0.16096584747405424,-0.25707350375483584,-0.27306273062730624,0.1135458167330678,-0.004480477917644567,-0.01772634046293595,0.0018922418085847283,0.03630242926030397,-0.17762128325508605,0.013395457192778196,-0.2607072767152807,-0.2775444026825853,-0.175632183908046,0.28944927792253683,-0.02913785523002515,0.08643122676579933
-0.10507573744352915,-0.05264511152535835,-0.12257577082058516,-0.060853583826832695,-0.0204021866458415,0.0,-0.1577368195456494,0.0948545861297539,-0.08733959877101019,-0.042230026338893785,0.0447193149381542,0.0591954022988505,-0.11669789714761615,-0.07956747934305822,-0.01924149470161734,0.025105319039627302,-0.0779744750926307,-0.08505438103385059
0.5852238983252169,0.3708101506310219,0.24499903930317454,0.604479234616221,0.4570004982561038,-0.19409660107334525,0.28078880407124696,-0.0882713526767469,0.3297588989553938,0.2321019341827848,0.23110200364298722,0.0032555615843732994,0.7033588685916324,0.6774908566995457,0.0895649701450099,0.1344136318075508,0.23923914984818723,-0.06958728462668635
-0.11838753184474757,-0.07439489184774539,0.010214288572228863,0.010943217238108012,-0.112509404281513,0.006659267480577192,-0.0618357008046092,-0.02435380248020334,-0.07501917363494888,-0.10750688192842797,-0.010356944701313155,-0.023616369208581258,-0.03632463848335986,-0.06468023255813966,-0.047494780793319424,-0.24045003387035016,-0.1403401311522664,-0.003445305770887093
-0.27579466258711544,-0.1485026737967915,-0.09020697303352988,-0.27454003150239614,-0.13232120838471015,-0.05843439911797146,-0.13971094287680655,0.03506891271056671,-0.09870073415765061,-0.1201233744581527,-0.15455055129882259,0.06536189069423941,-0.20264933946008037,-0.235572508299781,0.16164383561643833,0.19384233587963864,0.13638459281612805,0.11941803514837211
0.11900011735711773,0.023802047352885894,0.06026928698031646,-0.057097981244514186,-0.055777600142108544,0.4074941451990633,0.18406153846153844,0.05474182571386304,0.02197154417084207,0.041875888204642366,-0.023430592396109687,-0.110051993067591,-0.10220161181396613,-0.06810201441508043,-0.14575471698113207,0.11985189034688833,-0.06734776675395564,0.04889975550122264
0.07220765600419513,0.01306588148693409,0.004440247293032955,0.1647640977904071,0.10996143354341076,-0.21963394342762055,-0.2466088041162101,-0.0015429934072099792,-0.05873819074836356,0.01200327362007827,0.12449071978270711,0.022200584225900693,0.031141868512110767,0.08646504709965294,0.22252898950855887,0.016619293462497877,0.09364495590619688,-0.007851797325481542
-0.23504670611825698,-0.06848319709355133,-0.21771984840256253,-0.23984184403129472,-0.1263559322033898,0.12260127931769707,0.2148868653421634,0.11435796572070786,-0.028551001838405973,-0.011231916614251054,-0.13184380032206114,0.05734425604877116,-0.19657620854002536,-0.1952176690700008,-0.22854561878952132,-0.11437619468774066,-0.20101247514011933,-0.06294052182515152
0.28175947829422665,0.23504940197607901,0.3324275903254704,0.5012726870296592,0.3168105538849548,-0.11775878442545112,0.052580773380273636,-0.1933938477054967,0.12255918644326992,-0.021446746637586327,0.23348017621145373,-0.09819819819819825,0.6343825665859565,0.5399183488319345,0.036007025761124245,-0.26225758649571557,0.10065170166545973,-0.08115597783056223
0.04120111731843585,0.042999999999999934,-0.004834950586020723,0.08643249419483244,0.01112338858195205,-0.012917115177610251,0.001618384851917694,-0.006877149109096557,0.013648361004682821,0.02024517087667155,0.034586466165413464,0.04535464535464542,0.04211111111111113,0.015244126960748373,0.004521051144390975,-0.01484651325269629,-0.03782894736842101,-0.016515869596438196
0.06443422439398289,-0.12792047232174394,0.11161465751650912,-0.20976387569548102,-0.1721550342415853,0.023991275899672915,-0.11181127807400222,0.1802014479068303,0.0028222724332861225,0.05943928636446388,-0.17005813953488372,0.17832568807339447,-0.21057682055656252,-0.1698099521253446,0.23178621659634324,0.3341163955498426,0.12611111111111106,0.2631425233644859
0.007471083307079511,-0.012324962388612403,0.006381200779924609,0.04842656592109218,-0.03546598609522134,-0.008519701810436642,0.006245831059365722,-0.036804907320976014,-0.0032666326043438595,-0.016839934702293956,0.007443082311733875,0.021573398215733956,-0.039032955159373384,-0.02804718217562261,-0.033797670701073236,-0.07159706302534971,-0.009373458312777392,-0.042080924855491336
-0.317846772392227,-0.12033511043412029,-0.16718415821654128,-0.13881495434257404,0.008667883211678858,-0.07626208378088085,-0.12118838134265389,-0.06050117679634507,-0.08906797536113749,-0.10215852486236136,0.03628857018687515,-0.13925055573197834,-0.06399625204966033,-0.045307443365695727,-0.03214370125265893,0.04319352991697679,0.019498927367453168,-0.13830557566980442
